name,datetime,tempmax,tempmin,temp,humidity,rainfall,pressure,
kalyani,2024-09-14,27,25.7,26.1,94.7,62.666,992.6,
kalyani,2024-09-15,27,25.7,26.2,94.1,12.337,992.2,
kalyani,2024-09-16,29,26.2,27.3,91.3,19.405,999.6,
kalyani,2024-09-17,32.4,26.7,29.3,84.8,0,1004,
kalyani,2024-09-18,34,26,30.2,76,0,1004.1,
kalyani,2024-09-19,35,28,31.5,77.4,0,1003.5,
kalyani,2024-09-20,36,29.4,32.6,75.2,0,1003.4,
kalyani,2024-09-21,34.4,26,30.4,78.9,2.602,1004.2,
kalyani,2024-09-22,35.1,27.3,31.5,77.3,14.663,1002.9,
kalyani,2024-09-23,34.4,29,31.3,82.3,1.466,1002.9,
kalyani,2024-09-24,32,27,28.9,87.9,5.398,1003.5,
kalyani,2024-09-25,30.6,25.8,27.2,93.2,48.264,1004.3,
kalyani,2024-09-26,28,25,26.1,95.2,83.994,1006.9,
kalyani,2024-09-27,31,25.8,28.4,88.2,4.668,1008.3,
kalyani,2024-09-28,34,27,29.9,83.5,8.001,1008.5,
kalyani,2024-09-29,35,28,31.1,81,0,1008.1,
kalyani,2024-09-30,36,29,31.9,78.7,0.2,1006.7,
kalyani,2024-10-01,36,29.8,32.2,77.3,0,1004.2,
kalyani,2024-10-02,32,26,29.6,83.4,5.668,1003.5,
kalyani,2024-10-03,32.4,26,28.9,86.6,7.669,1002.5,
kalyani,2024-10-04,31.6,26,28.3,88.6,3.134,1004.4,
kalyani,2024-10-05,31,25,27.4,88.6,14.666,1006.8,
kalyani,2024-10-06,30.5,25.8,27.2,92,10.664,1009.7,
kalyani,2024-10-07,33,26,29.2,84.1,0,1011.9,
kalyani,2024-10-08,33,26,29,85.2,11.002,1011.8,
kalyani,2024-10-09,34.3,25,29.1,82.2,0,1009.8,
kalyani,2024-10-10,34.2,25,29.1,80.5,0,1008.7,
kalyani,2024-10-11,34,27.5,30.4,78.7,60.633,1008.4,
kalyani,2024-10-12,34,28.5,30.5,78.2,0,1009.8,
kalyani,2024-10-13,33.2,27.6,30.3,75,0,1010.5,
kalyani,2024-10-14,34,26.9,29.9,75.1,0,1010.3,
kalyani,2024-10-15,34,26.7,29.7,75.3,0,1009.8,
kalyani,2024-10-16,32,26,28.5,85.1,25.337,1009.9,
kalyani,2024-10-17,33,26,28.6,84.7,5.332,1009.9,
kalyani,2024-10-18,33,26,28.6,86.5,5.001,1009.4,
kalyani,2024-10-19,30.2,26,27.4,88.1,9.997,1011.1,
kalyani,2024-10-20,31.8,25,28.2,79.8,0,1011.8,
kalyani,2024-10-21,31,25,27.9,79.1,0,1010.6,
kalyani,2024-10-22,32,25,28.3,75,0,1010,
kalyani,2024-10-23,31,24,26.7,85.6,4.6,1008.8,
kalyani,2024-10-24,26,25,25.5,89.2,18,1006.3,
